query_id,persona_id,split,status,gold_count,memory_count,updated,topic_query,gold_relative_position
train-00968,116,val,aligned,1,98,FALSE,Fitness,0.030927835051546393
train-00969,414,train,aligned,2,136,FALSE,Crafts,0.35555555555555557
train-00970,550,train,missing_exact_sequence,0,133,FALSE,finance,
train-00971,624,train,aligned,1,103,FALSE,Food,0.2647058823529412
train-00972,900,train,aligned,1,118,FALSE,Home,0.08547008547008547
train-00973,383,val,missing_exact_sequence,0,112,FALSE,finance,
train-00974,615,train,aligned,3,120,FALSE,health,0.07563025210084033
train-00975,663,train,aligned,1,84,FALSE,creativity,0.6867469879518072
train-00976,58,val,aligned,2,114,FALSE,Home,0.8407079646017699
train-00977,784,train,aligned,1,110,FALSE,Travel,0.6055045871559633
train-00978,971,train,missing_exact_sequence,0,124,FALSE,automotive,
train-00979,390,val,aligned,1,110,FALSE,health,0.5137614678899083
train-00980,150,train,missing_exact_sequence,0,136,FALSE,work,
train-00981,698,train,missing_exact_sequence,0,122,FALSE,Work,
train-00982,568,train,aligned,1,110,FALSE,Home,0.4036697247706422
train-00983,34,train,aligned,1,107,FALSE,Home,0.24528301886792453
train-00984,518,train,aligned,2,118,FALSE,Travel,0.5299145299145299
train-00985,148,val,aligned,2,98,FALSE,Home,0.4948453608247423
train-00986,71,train,missing_exact_sequence,0,167,FALSE,finance,
train-00987,154,train,aligned,1,116,FALSE,self-discovery,0.8173913043478261
train-00988,631,train,aligned,1,132,FALSE,food,0.732824427480916
train-00989,268,train,missing_exact_sequence,0,139,FALSE,banking,
train-00990,53,train,aligned,2,110,TRUE,Music,0.1743119266055046
train-00991,391,train,aligned,1,116,FALSE,Entertainment,0.43478260869565216
train-00992,154,train,aligned,1,116,FALSE,education,0.7739130434782608
train-00993,84,val,aligned,1,126,FALSE,Wellness,0.52
train-00994,784,train,missing_exact_sequence,0,110,TRUE,Arts,
train-00995,739,train,aligned,2,101,FALSE,self-improvement,0.59
train-00996,895,train,aligned,1,129,FALSE,Stress,0.0859375
train-00997,928,val,missing_exact_sequence,0,117,FALSE,Work,
train-00998,523,train,aligned,2,119,FALSE,memory,0.4152542372881356
train-00999,364,val,aligned,2,115,FALSE,Travel,0.08771929824561403
train-01000,189,train,aligned,2,116,FALSE,Wellness,0.24347826086956523
train-01001,964,train,aligned,1,113,FALSE,Food,0.044642857142857144
train-01002,950,train,aligned,1,126,FALSE,Relationships,0.768
train-01003,850,train,aligned,2,76,FALSE,food,0.2
train-01004,869,train,aligned,1,131,FALSE,Health,0.19230769230769232
train-01005,73,train,aligned,2,123,FALSE,Travel,0.4262295081967213
train-01006,547,val,aligned,1,120,FALSE,Sports,0.3025210084033613
train-01007,173,train,aligned,1,136,FALSE,Health,0.2518518518518518
train-01008,146,train,aligned,1,124,FALSE,Entertainment,0.6585365853658537
train-01009,928,val,aligned,2,117,FALSE,Food,0.1810344827586207
train-01010,473,train,aligned,2,122,FALSE,Entertainment,0.5950413223140496
train-01011,801,train,aligned,1,126,FALSE,home,0.128
train-01012,910,train,aligned,2,116,FALSE,Technology,0.3652173913043478
train-01013,708,train,aligned,1,119,FALSE,relaxation,0.0
train-01014,675,train,aligned,1,100,FALSE,motivation,0.7070707070707071
train-01015,326,train,aligned,2,110,TRUE,Decor,0.963302752293578
train-01016,706,train,missing_exact_sequence,0,104,FALSE,security,
train-01017,243,train,aligned,2,126,FALSE,food,0.456
train-01018,585,train,aligned,2,96,FALSE,Food,0.4842105263157895
train-01019,123,train,aligned,3,120,FALSE,Health,0.33613445378151263
train-01020,666,train,aligned,2,131,FALSE,Health,0.7923076923076923
train-01021,262,train,aligned,2,108,TRUE,Skincare,0.40186915887850466
train-01022,514,train,missing_exact_sequence,0,118,FALSE,technology,
train-01023,587,train,aligned,1,126,FALSE,work,0.304
train-01024,540,train,aligned,1,126,FALSE,Mental Health,0.712
train-01025,11,val,aligned,1,109,FALSE,News,0.7314814814814815
train-01026,645,val,aligned,2,121,TRUE,Health,0.14166666666666666
train-01027,253,train,aligned,2,99,TRUE,Cooking,0.061224489795918366
train-01028,514,train,aligned,1,118,FALSE,Travel,0.7435897435897436
train-01029,132,train,aligned,1,106,FALSE,Law,0.08571428571428572
train-01030,582,train,aligned,1,125,FALSE,Organization,0.06451612903225806
train-01031,544,val,aligned,1,107,FALSE,Decor,0.6792452830188679
train-01032,262,train,aligned,2,108,FALSE,health,0.5887850467289719
train-01033,364,val,aligned,2,115,TRUE,Hospitality,0.5701754385964912
train-01034,203,train,aligned,2,130,FALSE,Entertainment,0.4883720930232558
train-01035,305,val,aligned,2,115,FALSE,Relationships,0.30701754385964913
train-01036,155,train,aligned,1,114,FALSE,food,0.7522123893805309
train-01037,946,train,aligned,2,93,TRUE,Entertainment,0.16304347826086957
train-01038,851,train,missing_exact_sequence,0,100,FALSE,genealogy,
train-01039,555,train,aligned,2,127,FALSE,Home,0.5634920634920635
train-01040,475,train,aligned,1,119,FALSE,relationships,0.7033898305084746
train-01041,53,train,aligned,1,110,FALSE,Hobbies,0.0
train-01042,391,train,aligned,3,116,FALSE,Relaxation,0.6086956521739131
train-01043,11,val,ambiguous_duplicate_sequence,0,109,FALSE,Mental Health,
train-01044,228,train,aligned,1,117,FALSE,Leisure,0.6810344827586207
train-01045,600,train,aligned,2,106,TRUE,Work,0.20952380952380953
train-01046,537,train,aligned,1,114,FALSE,Health,0.5752212389380531
train-01047,611,train,aligned,1,114,FALSE,Food,0.7876106194690266
train-01048,13,train,aligned,2,130,TRUE,Leisure,0.5426356589147286
train-01049,876,train,missing_exact_sequence,0,115,FALSE,technology,
train-01050,557,train,missing_exact_sequence,0,112,FALSE,Technology,
train-01051,97,train,aligned,2,113,FALSE,Leisure,0.25
train-01052,156,train,aligned,2,113,FALSE,food,0.25892857142857145
train-01053,317,val,aligned,1,109,FALSE,events,0.25925925925925924
train-01054,242,train,aligned,1,92,FALSE,Business,0.46153846153846156
train-01055,448,val,missing_exact_sequence,0,128,FALSE,security,
train-01056,349,train,aligned,2,112,FALSE,Relationships,0.2972972972972973
train-01057,57,train,aligned,2,153,TRUE,Hospitality,0.16447368421052633
train-01058,212,val,aligned,2,115,TRUE,Work,0.43859649122807015
train-01059,633,train,aligned,2,110,FALSE,Leisure,0.06422018348623854
train-01060,619,train,aligned,1,122,FALSE,travel,0.45454545454545453
train-01061,103,train,aligned,2,124,FALSE,Food,0.43089430894308944
train-01062,747,val,aligned,2,124,FALSE,Food,0.8211382113821138
train-01063,744,train,missing_exact_sequence,0,126,FALSE,security,
train-01064,900,train,aligned,1,118,FALSE,Sports,0.6410256410256411
train-01065,373,train,aligned,3,91,FALSE,Relationships,0.06666666666666667
train-01066,388,train,aligned,2,126,FALSE,Outdoors,0.384
train-01067,970,train,aligned,1,129,FALSE,Relaxation,0.53125
train-01068,981,train,aligned,1,112,FALSE,Leisure,0.018018018018018018
train-01069,417,train,aligned,2,115,FALSE,Food,0.7894736842105263
train-01070,789,train,aligned,2,116,FALSE,Entertainment,0.19130434782608696
train-01071,774,train,missing_exact_sequence,0,123,FALSE,security,
train-01072,387,train,aligned,1,87,FALSE,Gifts,0.3488372093023256
train-01073,166,train,aligned,1,114,FALSE,Mental Health,0.2920353982300885
train-01074,602,val,aligned,2,128,FALSE,health,0.7086614173228346
train-01075,961,train,aligned,1,101,FALSE,Motivation,0.12
train-01076,108,train,missing_exact_sequence,0,102,FALSE,Uncategorized,
train-01077,71,train,aligned,1,167,FALSE,Outdoors,0.4939759036144578
train-01078,603,train,aligned,1,112,FALSE,Travel,0.36936936936936937
train-01079,915,val,aligned,2,129,TRUE,Sports,0.390625
train-01080,61,train,aligned,2,106,FALSE,Travel,0.12380952380952381
train-01081,653,train,aligned,2,117,FALSE,Motivation,0.5775862068965517
train-01082,347,train,aligned,1,97,FALSE,Travel,0.53125
train-01083,207,val,aligned,1,110,FALSE,travel,0.7706422018348624
train-01084,540,train,aligned,2,126,TRUE,Music,0.616
train-01085,466,train,aligned,1,125,FALSE,Food,0.3709677419354839
train-01086,818,val,aligned,1,120,FALSE,Health,0.680672268907563
train-01087,304,train,missing_exact_sequence,0,112,FALSE,business,
train-01088,551,train,aligned,1,107,FALSE,Work,0.2641509433962264
train-01089,457,train,aligned,1,106,FALSE,food,0.6761904761904762
train-01090,481,train,aligned,1,105,FALSE,Food,0.5
train-01091,702,train,aligned,1,110,FALSE,fashion,0.3394495412844037
train-01092,733,train,aligned,1,113,FALSE,travel,0.5357142857142857
train-01093,453,train,aligned,2,107,TRUE,Music,0.6509433962264151
train-01094,921,train,aligned,2,130,TRUE,Food,0.5581395348837209
train-01095,360,train,aligned,2,112,TRUE,Fashion,0.2072072072072072
train-01096,944,train,aligned,2,96,FALSE,self-improvement,0.29473684210526313
train-01097,735,train,aligned,2,146,FALSE,Health,0.2827586206896552
train-01098,733,train,aligned,1,113,FALSE,sports,0.7857142857142857
train-01099,157,train,aligned,1,127,FALSE,Hobbies,0.5396825396825397
train-01100,790,val,aligned,3,130,FALSE,Entertainment,0.17829457364341086
train-01101,148,val,aligned,1,98,FALSE,Community,0.6907216494845361
train-01102,862,train,aligned,1,128,FALSE,entertainment,0.3779527559055118
train-01103,163,train,aligned,1,115,FALSE,Food,0.10526315789473684
train-01104,777,train,aligned,2,106,FALSE,Home,0.01904761904761905
train-01105,441,train,aligned,1,83,FALSE,Entertainment,0.23170731707317074
train-01106,228,train,aligned,2,117,TRUE,Travel,0.4224137931034483
train-01107,175,train,aligned,2,118,TRUE,Health,0.5299145299145299
train-01108,966,train,aligned,1,129,FALSE,travel,0.140625
train-01109,345,val,aligned,3,131,FALSE,Outdoors,0.5461538461538461
train-01110,919,train,aligned,1,104,FALSE,travel,0.7475728155339806
train-01111,182,train,aligned,1,108,FALSE,Anxiety,0.719626168224299
train-01112,273,train,aligned,2,128,TRUE,Celebrations,0.3937007874015748
train-01113,957,train,aligned,1,111,FALSE,Wellness,0.6
train-01114,475,train,aligned,1,119,FALSE,learning,0.3728813559322034
train-01115,243,train,aligned,2,126,TRUE,Food,0.592
train-01116,0,train,aligned,1,111,FALSE,Culture,0.7363636363636363
train-01117,386,val,aligned,2,154,TRUE,Travel,0.32679738562091504
train-01118,145,val,aligned,2,123,TRUE,Sports,0.3524590163934426
train-01119,545,train,aligned,1,132,FALSE,entertainment,0.15267175572519084
train-01120,631,train,aligned,3,132,FALSE,productivity,0.6870229007633588
train-01121,580,train,aligned,1,111,FALSE,Food,0.33636363636363636
train-01122,966,train,missing_exact_sequence,0,129,FALSE,government,
train-01123,514,train,aligned,1,118,FALSE,Work,0.7350427350427351
train-01124,273,train,aligned,2,128,TRUE,Work,0.7244094488188977
train-01125,785,train,aligned,2,111,FALSE,Gardening,0.03636363636363636
train-01126,934,train,aligned,1,130,FALSE,Leisure,0.689922480620155
train-01127,784,train,aligned,2,110,FALSE,Communication,0.1926605504587156
train-01128,431,val,aligned,2,128,FALSE,Home,0.3858267716535433
train-01129,270,train,missing_exact_sequence,0,119,FALSE,work,
train-01130,49,train,aligned,2,110,FALSE,Vision,0.5229357798165137
train-01131,381,train,aligned,1,120,FALSE,Food,0.5966386554621849
train-01132,594,train,aligned,1,105,FALSE,transportation,0.7884615384615384
train-01133,98,train,aligned,2,104,FALSE,Finance,0.6796116504854369
train-01134,640,train,aligned,1,112,FALSE,events,0.036036036036036036
train-01135,149,train,aligned,2,109,FALSE,Travel,0.5462962962962963
train-01136,648,val,missing_exact_sequence,0,100,FALSE,technology,
train-01137,7,train,aligned,1,92,FALSE,Food,0.3076923076923077
train-01138,632,train,aligned,1,122,FALSE,Food,0.1487603305785124
train-01139,253,train,aligned,2,99,TRUE,Home,0.32653061224489793
train-01140,888,train,aligned,1,104,FALSE,Health,0.2621359223300971
train-01141,821,train,aligned,2,125,FALSE,Entertainment,0.8629032258064516
train-01142,24,train,aligned,2,111,TRUE,Travel,0.7090909090909091
train-01143,176,train,aligned,2,117,TRUE,Travel,0.5344827586206896
train-01144,930,train,aligned,1,123,FALSE,Fashion,0.2540983606557377
train-01145,250,train,aligned,2,114,TRUE,Cooking,0.6814159292035398
train-01146,588,val,aligned,1,126,FALSE,Wellness,0.736
train-01147,504,val,aligned,1,125,FALSE,Wellness,0.056451612903225805
train-01148,699,train,aligned,2,111,FALSE,Outdoors,0.06363636363636363
train-01149,427,val,aligned,2,112,TRUE,Travel,0.18018018018018017
train-01150,144,train,aligned,1,105,FALSE,Work,0.46153846153846156
train-01151,768,val,aligned,2,117,FALSE,Relationships,0.21551724137931033
train-01152,374,train,aligned,1,134,FALSE,Entertainment,0.5338345864661654
train-01153,81,val,aligned,2,136,TRUE,literature,0.21481481481481482
train-01154,686,train,aligned,2,115,TRUE,Health,0.7631578947368421
train-01155,36,train,aligned,2,112,TRUE,Entertainment,0.05405405405405406
train-01156,994,train,aligned,2,125,FALSE,Health,0.5161290322580645
train-01157,502,train,aligned,2,132,FALSE,Home,0.09923664122137404
train-01158,792,train,aligned,3,103,FALSE,Travel,0.49019607843137253
train-01159,391,train,aligned,1,116,FALSE,Travel,0.3739130434782609
train-01160,430,train,aligned,2,143,TRUE,Gardening,0.9577464788732394
train-01161,784,train,missing_exact_sequence,0,110,FALSE,business,
train-01162,790,val,aligned,1,130,FALSE,environment,0.3875968992248062
train-01163,615,train,aligned,1,120,FALSE,health,0.7647058823529411
train-01164,409,val,aligned,2,111,FALSE,Education,0.4727272727272727
train-01165,564,train,aligned,2,114,FALSE,Mental Health,0.35398230088495575
train-01166,352,train,aligned,2,96,FALSE,Entertainment,0.29473684210526313
train-01167,602,val,aligned,2,128,TRUE,Work,0.11811023622047244
train-01168,441,train,aligned,2,83,FALSE,Finance,0.32926829268292684
train-01169,263,train,aligned,2,112,TRUE,Travel,0.6036036036036037
train-01170,726,train,missing_exact_sequence,0,105,FALSE,technology,
train-01171,3,train,aligned,1,111,FALSE,mental health,0.12727272727272726
train-01172,850,train,aligned,1,76,FALSE,food,0.5066666666666667
train-01173,720,val,aligned,2,112,TRUE,Travel,0.5135135135135135
train-01174,322,train,missing_exact_sequence,0,129,FALSE,entertainment,
train-01175,443,train,aligned,1,119,FALSE,Food,0.2033898305084746
train-01176,290,val,aligned,2,123,TRUE,Photography,0.5901639344262295
train-01177,421,train,aligned,2,129,FALSE,Home,0.3125
train-01178,671,train,aligned,1,106,FALSE,Food,0.5523809523809524
train-01179,567,train,aligned,1,121,FALSE,Travel,0.4583333333333333
train-01180,835,train,aligned,1,97,FALSE,Food,0.3333333333333333
train-01181,836,train,aligned,2,132,TRUE,Music,0.3282442748091603
train-01182,655,train,aligned,1,133,FALSE,Entertainment,0.5378787878787878
train-01183,233,val,aligned,1,125,FALSE,Health,0.5564516129032258
train-01184,579,train,aligned,2,127,FALSE,Volunteering,0.11904761904761904
train-01185,615,train,aligned,1,120,FALSE,leisure,0.24369747899159663
train-01186,241,train,aligned,2,98,FALSE,Teamwork,0.23711340206185566
train-01187,669,train,aligned,2,98,FALSE,Outdoors,0.6391752577319587
train-01188,991,val,missing_exact_sequence,0,129,FALSE,art,
train-01189,565,train,aligned,2,119,FALSE,self-improvement,0.4491525423728814
train-01190,496,val,aligned,2,121,TRUE,Relaxation,0.025
train-01191,523,train,aligned,1,119,FALSE,food,0.23728813559322035
train-01192,878,train,missing_exact_sequence,0,101,FALSE,transport,
train-01193,164,val,aligned,2,102,FALSE,Culture,0.7326732673267327
train-01194,630,val,aligned,1,114,FALSE,Creativity,0.2743362831858407
train-01195,891,train,aligned,2,101,FALSE,Entertainment,0.04
train-01196,944,train,aligned,1,96,FALSE,Volunteering,0.12631578947368421
train-01197,776,train,aligned,2,115,TRUE,Sports,0.37719298245614036
train-01198,870,train,aligned,2,128,FALSE,Relaxation,0.7401574803149606
train-01199,180,train,aligned,1,120,FALSE,Mental Health,0.21008403361344538
train-01200,634,train,missing_exact_sequence,0,120,FALSE,security,
train-01201,830,val,aligned,2,117,TRUE,Work,0.39655172413793105
train-01202,437,train,aligned,1,118,FALSE,Books,0.08547008547008547
train-01203,421,train,aligned,1,129,FALSE,Recreation,0.15625
train-01204,965,val,aligned,2,130,FALSE,Relaxation,0.4108527131782946
train-01205,898,val,missing_exact_sequence,0,120,FALSE,finance,
train-01206,910,train,aligned,2,116,FALSE,Sustainability,0.5652173913043478
train-01207,550,train,aligned,1,133,FALSE,Food,0.8106060606060606
train-01208,272,train,aligned,2,128,TRUE,Farming,0.4409448818897638
train-01209,922,train,aligned,1,113,FALSE,Mental Health,0.5625
train-01210,889,train,aligned,2,117,FALSE,health,0.008620689655172414
train-01211,828,train,aligned,1,115,FALSE,Science,0.5877192982456141
train-01212,220,train,aligned,1,124,FALSE,Entertainment,0.2764227642276423
train-01213,222,val,missing_exact_sequence,0,98,FALSE,business,
train-01214,416,train,aligned,1,109,FALSE,Home,0.7777777777777778
train-01215,391,train,aligned,2,116,FALSE,Health,0.4956521739130435
train-01216,533,train,aligned,1,111,FALSE,Food,0.45454545454545453
train-01217,455,train,aligned,1,127,FALSE,outdoors,0.23015873015873015
train-01218,904,train,missing_exact_sequence,0,110,FALSE,business,
train-01219,389,train,aligned,2,110,TRUE,Culture,0.7981651376146789
train-01220,771,train,aligned,2,129,TRUE,Health,0.5625
train-01221,457,train,aligned,2,106,FALSE,mentalhealth,0.7142857142857143
train-01222,47,train,aligned,2,107,TRUE,Study,0.29245283018867924
train-01223,102,train,aligned,2,124,FALSE,Health,0.04878048780487805
train-01224,908,train,aligned,1,113,FALSE,Education,0.7678571428571429
train-01225,239,train,aligned,2,107,FALSE,Food,0.6037735849056604
train-01226,786,val,aligned,2,121,FALSE,finances,0.6
train-01227,389,train,aligned,1,110,FALSE,relaxation,0.27522935779816515
train-01228,419,train,aligned,2,114,TRUE,Photography,0.4336283185840708
train-01229,122,train,aligned,1,118,FALSE,entertainment,0.8205128205128205
train-01230,588,val,aligned,1,126,FALSE,Work,0.728
train-01231,827,train,missing_exact_sequence,0,121,FALSE,finance,
train-01232,195,train,aligned,2,136,TRUE,Work,0.25925925925925924
train-01233,56,train,aligned,2,127,TRUE,Entertainment,0.6984126984126984
train-01234,712,train,missing_exact_sequence,0,87,FALSE,technology,
train-01235,207,val,aligned,2,110,TRUE,Travel,0.4954128440366973
train-01236,546,train,aligned,1,120,FALSE,Travel,0.6218487394957983
train-01237,872,train,aligned,1,102,FALSE,Lifestyle,0.5346534653465347
train-01238,775,train,aligned,1,108,FALSE,travel,0.616822429906542
train-01239,342,train,aligned,2,121,TRUE,Gaming,0.4166666666666667
train-01240,241,train,aligned,2,98,FALSE,Food,0.20618556701030927
train-01241,435,train,aligned,2,115,TRUE,Decor,0.17543859649122806
train-01242,241,train,aligned,1,98,FALSE,Sports,0.6907216494845361
train-01243,437,train,aligned,2,118,FALSE,Entertainment,0.5042735042735043
train-01244,57,train,aligned,1,153,FALSE,Food,0.4342105263157895
train-01245,886,train,aligned,1,106,FALSE,Mental Health,0.1619047619047619
train-01246,187,train,aligned,2,114,TRUE,Fashion,0.24778761061946902
train-01247,615,train,missing_exact_sequence,0,120,FALSE,technology,
train-01248,960,train,aligned,1,110,FALSE,Mental Health,0.09174311926605505
train-01249,532,train,aligned,2,126,FALSE,Hobbies,0.008
train-01250,680,train,aligned,1,117,FALSE,Books,0.646551724137931
train-01251,976,train,aligned,1,124,FALSE,Entertainment,0.7398373983739838
train-01252,195,train,aligned,1,136,FALSE,Fashion,0.6148148148148148
train-01253,842,train,aligned,2,109,FALSE,Fitness,0.5925925925925926
train-01254,108,train,aligned,1,102,FALSE,Travel,0.33663366336633666
train-01255,684,val,aligned,1,139,FALSE,Health,0.5072463768115942
train-01256,133,train,aligned,2,111,FALSE,Health,0.7272727272727273
train-01257,533,train,aligned,2,111,TRUE,Work,0.19090909090909092
train-01258,95,train,aligned,1,106,FALSE,Food,0.580952380952381
train-01259,708,train,aligned,1,119,FALSE,travel,0.1440677966101695
train-01260,279,train,aligned,2,122,TRUE,Entertainment,0.512396694214876
train-01261,903,train,aligned,1,118,FALSE,Mindfulness,0.1111111111111111
train-01262,605,train,aligned,2,129,FALSE,Health,0.5234375
train-01263,918,train,aligned,1,107,FALSE,Writing,0.6132075471698113
train-01264,482,train,aligned,2,119,FALSE,Mental Health,0.652542372881356
train-01265,514,train,aligned,1,118,FALSE,Entertainment,0.3162393162393162
train-01266,806,train,aligned,2,114,TRUE,Travel,0.11504424778761062
train-01267,8,val,missing_exact_sequence,0,122,FALSE,event,
train-01268,809,val,aligned,2,120,TRUE,Work,0.23529411764705882
train-01269,375,train,aligned,2,111,TRUE,Travel,0.45454545454545453
train-01270,777,train,aligned,2,106,FALSE,Books,0.13333333333333333
train-01271,734,train,aligned,2,118,TRUE,Travel,0.6410256410256411
train-01272,673,val,aligned,1,127,FALSE,relationships,0.30158730158730157
train-01273,618,val,aligned,2,121,FALSE,Community,0.08333333333333333
train-01274,546,train,aligned,2,120,TRUE,Health,0.680672268907563
train-01275,966,train,aligned,2,129,TRUE,Wellness,0.203125
train-01276,380,train,aligned,1,125,FALSE,Mental Health,0.0
train-01277,164,val,aligned,1,102,FALSE,Health,0.40594059405940597
train-01278,421,train,aligned,2,129,TRUE,Travel,0.1171875
train-01279,552,train,aligned,1,96,FALSE,Travel,0.4
train-01280,194,val,aligned,2,128,TRUE,Events,0.7637795275590551
train-01281,759,train,aligned,2,133,TRUE,Gaming,0.4621212121212121
train-01282,412,train,aligned,2,125,TRUE,Food,0.0967741935483871
train-01283,352,train,aligned,1,96,FALSE,Health,0.6842105263157895
train-01284,832,train,aligned,2,125,TRUE,Work,0.5645161290322581
train-01285,976,train,aligned,1,124,FALSE,Fitness,0.3333333333333333
train-01286,715,val,aligned,1,110,FALSE,culture,0.01834862385321101
train-01287,835,train,aligned,2,97,FALSE,Food,0.3541666666666667
train-01288,204,train,aligned,2,110,FALSE,Hobbies,0.5045871559633027
train-01289,768,val,aligned,1,117,FALSE,Food,0.6896551724137931
train-01290,26,train,aligned,2,117,FALSE,Home,0.3879310344827586
train-01291,903,train,aligned,1,118,FALSE,community,0.38461538461538464
train-01292,905,train,aligned,2,92,TRUE,Work,0.45054945054945056
train-01293,129,train,aligned,2,118,TRUE,Documentaries,0.7094017094017094
train-01294,551,train,aligned,1,107,FALSE,Travel,0.7075471698113207
train-01295,52,train,aligned,1,118,FALSE,food,0.37606837606837606
train-01296,69,train,aligned,2,134,FALSE,hobbies,0.6466165413533834
train-01297,530,val,aligned,1,132,FALSE,Home,0.7557251908396947
train-01298,217,val,aligned,1,111,FALSE,Health,0.8
train-01299,545,train,aligned,2,132,TRUE,Health,0.7175572519083969
train-01300,469,train,aligned,1,98,FALSE,Fashion,0.6494845360824743
train-01301,724,train,aligned,1,110,FALSE,Fashion,0.45871559633027525
train-01302,712,train,aligned,2,87,TRUE,Work,0.4883720930232558
train-01303,360,train,aligned,2,112,FALSE,Health,0.04504504504504504
train-01304,790,val,aligned,2,130,FALSE,hobbies,0.5193798449612403
train-01305,609,train,aligned,1,106,FALSE,Outdoors,0.6095238095238096
train-01306,48,train,aligned,1,106,FALSE,Health,0.6571428571428571
train-01307,379,train,aligned,1,114,FALSE,Leisure,0.25663716814159293
train-01308,140,train,aligned,2,96,TRUE,Home,0.6842105263157895
train-01309,245,train,aligned,2,96,TRUE,Family,0.5157894736842106
train-01310,4,train,aligned,1,124,FALSE,Travel,0.5691056910569106
train-01311,172,val,aligned,2,137,TRUE,Food,0.15441176470588236
train-01312,92,train,aligned,1,123,FALSE,Travel,0.7786885245901639
train-01313,362,val,aligned,1,101,FALSE,Entertainment,0.12
train-01314,655,train,aligned,1,133,FALSE,Travel,0.045454545454545456
train-01315,637,train,aligned,2,116,FALSE,Leisure,0.17391304347826086
train-01316,841,train,aligned,2,121,TRUE,entertainment,0.016666666666666666
train-01317,655,train,aligned,2,133,TRUE,Fashion,0.4166666666666667
train-01318,545,train,aligned,2,132,FALSE,fashion,0.7709923664122137
train-01319,57,train,missing_exact_sequence,0,153,FALSE,art,
train-01320,401,train,missing_exact_sequence,0,110,FALSE,work,
train-01321,565,train,aligned,1,119,FALSE,outdoors,0.7457627118644068
train-01322,624,train,aligned,2,103,FALSE,Relaxation,0.5
train-01323,876,train,aligned,1,115,FALSE,Jewelry,0.5964912280701754
train-01324,918,train,aligned,2,107,FALSE,Health,0.09433962264150944
train-01325,112,val,aligned,2,119,TRUE,Events,0.4067796610169492
train-01326,498,train,aligned,2,108,FALSE,health,0.32710280373831774
train-01327,201,train,aligned,2,118,FALSE,Entertainment,0.1794871794871795
train-01328,850,train,aligned,2,76,FALSE,travel,0.4533333333333333
train-01329,552,train,aligned,2,96,FALSE,Health,0.25263157894736843
train-01330,598,train,aligned,1,115,FALSE,Work,0.5701754385964912
train-01331,284,train,aligned,1,130,FALSE,health,0.6511627906976745
train-01332,147,train,aligned,2,89,FALSE,Travel,0.48863636363636365
train-01333,334,train,aligned,1,115,FALSE,home,0.6666666666666666
train-01334,492,train,aligned,2,125,FALSE,leisure,0.782258064516129
train-01335,316,train,aligned,2,105,FALSE,health,0.1346153846153846
train-01336,68,train,aligned,2,105,TRUE,Communication,0.34615384615384615
train-01337,111,val,missing_exact_sequence,0,113,FALSE,event,
train-01338,704,val,aligned,1,114,FALSE,Health,0.6814159292035398
train-01339,882,train,aligned,2,113,TRUE,Health,0.875
train-01340,306,train,aligned,1,121,FALSE,food,0.0
train-01341,796,train,aligned,2,107,FALSE,Self-improvement,0.37735849056603776
train-01342,785,train,aligned,2,111,TRUE,Work,0.7545454545454545
train-01343,472,train,aligned,2,110,TRUE,Food,0.3211009174311927
train-01344,537,train,aligned,2,114,FALSE,Entertainment,0.3185840707964602
train-01345,976,train,aligned,2,124,FALSE,Work,0.3008130081300813
train-01346,651,train,aligned,2,99,TRUE,Volunteering,0.05102040816326531
train-01347,832,train,aligned,3,125,FALSE,Music,0.47580645161290325
train-01348,993,train,aligned,2,98,FALSE,Travel,0.28865979381443296
train-01349,772,train,aligned,1,122,FALSE,Food,0.8181818181818182
train-01350,51,train,aligned,1,98,FALSE,Entertainment,0.5670103092783505
train-01351,629,train,aligned,1,119,FALSE,Leisure,0.423728813559322
train-01352,563,train,aligned,2,112,FALSE,Work,0.46846846846846846
train-01353,639,train,aligned,2,136,FALSE,Travel,0.17037037037037037
train-01354,127,train,missing_exact_sequence,0,112,TRUE,Travel,
train-01355,659,val,aligned,1,109,FALSE,Health,0.8333333333333334
train-01356,552,train,aligned,2,96,FALSE,Health,0.28421052631578947
train-01357,464,train,aligned,2,115,TRUE,Music,0.14035087719298245
train-01358,468,train,aligned,1,130,FALSE,Books,0.7906976744186046
train-01359,138,train,aligned,1,106,FALSE,Productivity,0.5714285714285714
train-01360,717,val,aligned,2,96,FALSE,Communication,0.4105263157894737
train-01361,858,train,aligned,2,122,TRUE,Entertainment,1.0
train-01362,147,train,missing_exact_sequence,0,89,FALSE,health,
train-01363,682,train,aligned,2,127,FALSE,Work,0.3333333333333333
train-01364,266,train,aligned,1,97,FALSE,art,0.4166666666666667
train-01365,341,train,aligned,2,125,TRUE,Entertainment,0.3870967741935484
train-01366,249,train,aligned,2,117,TRUE,Clothing,0.603448275862069
train-01367,888,train,aligned,1,104,FALSE,Relaxation,0.1941747572815534
train-01368,580,train,aligned,1,111,FALSE,Health,0.4727272727272727
train-01369,205,train,aligned,1,134,FALSE,Culture,0.5263157894736842
train-01370,747,val,aligned,1,124,FALSE,Health,0.2926829268292683
train-01371,696,train,aligned,1,119,FALSE,Entertainment,0.1864406779661017
train-01372,976,train,aligned,1,124,FALSE,Wellness,0.4715447154471545
train-01373,301,train,aligned,1,118,FALSE,urban planning,0.6410256410256411
train-01374,295,train,missing_exact_sequence,0,130,FALSE,automotive,
train-01375,803,train,aligned,1,126,FALSE,home,0.072
